id,employee_id,subordinate_id
8898,47460,7052
8899,43991,33864
8900,43991,3350
8901,43991,2099
8902,43991,22457
8903,44136,20400
8904,44136,9902
8905,44136,11794
8906,44136,8991
8907,3306,35252
8908,3306,6681
8909,3306,15176
8910,3306,12740
8911,9847,38995
8912,9847,16051
8913,9847,21725
8914,9847,1851
8915,15267,25014
8916,15267,16472
8917,15267,23720
8918,15267,10432
8919,37011,14604
8920,37011,33312
8921,37011,42072
8922,37011,43749
8923,1021,37403
8924,1021,3128
8925,1021,4720
8926,1021,39424
8927,7011,44367
8928,7011,45517
8929,7011,33229
8930,7011,1844
8931,39401,43204
8932,39401,43221
8933,39401,32127
8934,39401,30815
8935,43369,14904
8936,43369,43842
8937,43369,46216
8938,43369,5870
8939,29161,29006
8940,29161,39995
8941,29161,13147
8942,29161,8217
8943,13769,47113
8944,13769,22929
8945,13769,25260
8946,13769,18796
8947,1837,18896
8948,1837,6603
8949,1837,10390
8950,1837,19610
8951,18770,37178
8952,18770,2833
8953,18770,24645
8954,18770,3442
8955,30856,32038
8956,30856,22052
8957,30856,29085
8958,30856,38561
8959,30197,5930
8960,30197,35289
8961,30197,3527
8962,30197,27620
8963,27953,5598
8964,27953,14912
8965,27953,18009
8966,27953,41727
8967,7495,35309
8968,7495,3078
8969,7495,44752
8970,7495,20754
8971,4336,17271
8972,4336,5613
8973,4336,46455
8974,4336,7470
8975,4189,31996
8976,4189,49117
8977,4189,34668
8978,4189,33357
8979,36429,18224
8980,36429,24192
8981,36429,18054
8982,36429,23385
8983,49127,8784
8984,49127,27204
8985,49127,47089
8986,49127,45069
8987,3822,22928
8988,3822,45756
8989,3822,13672
8990,3822,42318
8991,43475,2127
8992,43475,28652
8993,43475,2222
8994,43475,37322
8995,11067,10597
8996,11067,47988
8997,11067,40412
8998,11067,18216
8999,30686,38810
9000,30686,32323
9001,30686,43016
9002,30686,13818
9003,10725,47393
9004,10725,46413
9005,10725,45182
9006,10725,17881
9007,9903,14512
9008,9903,6
9009,9903,21855
9010,9903,7712
9011,44284,44413
9012,44284,11215
9013,44284,2663
9014,44284,37471
9015,44271,14326
9016,44271,24004
9017,44271,37662
9018,44271,25276
9019,12835,2879
9020,12835,38312
9021,12835,45600
9022,12835,14040
9023,9635,10731
9024,9635,32967
9025,9635,46236
9026,9635,22992
9027,34787,42103
9028,34787,138
9029,34787,25838
9030,34787,24297
9031,42052,14610
9032,42052,31899
9033,42052,145
9034,42052,28328
9035,30363,39008
9036,30363,19918
9037,30363,41722
9038,30363,28210
9039,39290,1701
9040,39290,43258
9041,39290,16641
9042,39290,27482
9043,27025,49680
9044,27025,25929
9045,27025,29742
9046,27025,16181
9047,46805,47387
9048,46805,23759
9049,46805,41953
9050,46805,15727
9051,25251,10389
9052,25251,11939
9053,25251,42082
9054,25251,47728
9055,45903,9358
9056,45903,35401
9057,45903,19045
9058,45903,16229
9059,34107,40975
9060,34107,24889
9061,34107,3324
9062,34107,5734
9063,20651,16185
9064,20651,14800
9065,20651,48234
9066,20651,14491
9067,17355,11940
9068,17355,21678
9069,17355,27773
9070,17355,15501
9071,36223,40760
9072,36223,16412
9073,36223,19584
9074,36223,40410
9075,41191,30442
9076,41191,15872
9077,41191,49300
9078,41191,49613
9079,48428,12652
9080,48428,46913
9081,48428,15805
9082,48428,26908
9083,33099,28809
9084,33099,49008
9085,33099,43144
9086,33099,48874
9087,5197,9163
9088,5197,25013
9089,5197,26241
9090,5197,34886
9091,21371,26183
9092,21371,26800
9093,21371,42445
9094,21371,29240
9095,14000,25612
9096,14000,31851
9097,14000,33552
9098,14000,17696
9099,49328,46114
9100,49328,17835
9101,49328,33995
9102,49328,16967
9103,9268,49226
9104,9268,12630
9105,9268,20047
9106,9268,29431
9107,37577,178
9108,37577,29962
9109,37577,16799
9110,37577,33907
9111,14111,41145
9112,14111,29484
9113,14111,19738
9114,14111,26483
9115,13174,39696
9116,13174,10419
9117,13174,13750
9118,13174,13499
9119,31858,8951
9120,31858,18758
9121,31858,14081
9122,31858,10694
9123,38886,15545
9124,38886,37177
9125,38886,28828
9126,38886,42478
9127,22221,20526
9128,22221,1572
9129,22221,36600
9130,22221,24655
9131,36778,43818
9132,36778,31073
9133,36778,26244
9134,36778,16011
9135,19125,35276
9136,19125,28684
9137,19125,33060
9138,19125,46942
9139,24643,27320
9140,24643,29057
9141,24643,45461
9142,24643,38665
9143,11899,6884
9144,11899,7336
9145,11899,16634
9146,11899,41838
9147,31722,17364
9148,31722,29237
9149,31722,29762
9150,31722,1160
9151,22562,21475
9152,22562,34149
9153,22562,37291
9154,22562,32103
9155,14636,10017
9156,14636,49535
9157,14636,28279
9158,14636,5054
9159,872,32410
9160,872,2410
9161,872,112
9162,872,18515
9163,31189,44946
9164,31189,14985
9165,31189,6387
9166,31189,33809
9167,12156,47309
9168,12156,44135
9169,12156,29758
9170,12156,14520
9171,38460,25743
9172,38460,12461
9173,38460,2229
9174,38460,39969
9175,36640,20441
9176,36640,28232
9177,36640,23387
9178,36640,6270
9179,30834,49701
9180,30834,19796
9181,30834,11783
9182,30834,31810
9183,8927,4097
9184,8927,26965
9185,8927,27624
9186,8927,40941
9187,44126,7140
9188,44126,26505
9189,44126,40264
9190,44126,29315
9191,23580,17079
9192,23580,29781
9193,23580,1216
9194,23580,44878
9195,14181,44195
9196,14181,10617
9197,14181,2169
9198,14181,7324
9199,3039,6204
9200,3039,26688
9201,3039,4102
9202,3039,5299
9203,363,21570
9204,363,43791
9205,363,13083
9206,363,37967
9207,27516,24188
9208,27516,40906
9209,27516,23143
9210,27516,251
9211,8218,20641
9212,8218,4057
9213,8218,39862
9214,8218,16849
9215,15319,9906
9216,15319,18935
9217,15319,21974
9218,15319,31687
9219,32215,43797
9220,32215,29414
9221,32215,4754
9222,32215,11348
9223,25200,22796
9224,25200,20637
9225,25200,28941
9226,25200,15641
9227,31233,28447
9228,31233,3808
9229,31233,10823
9230,31233,27546
9231,12942,38428
9232,12942,43958
9233,12942,28006
9234,12942,8474
9235,19661,44169
9236,19661,15117
9237,19661,8235
9238,19661,28318
9239,20554,8901
9240,20554,47634
9241,20554,5269
9242,20554,38920
9243,11218,24497
9244,11218,31392
9245,11218,33831
9246,11218,21118
9247,35099,25907
9248,35099,43661
9249,35099,38390
9250,35099,41645
9251,17463,8262
9252,17463,45323
9253,17463,41890
9254,17463,27569
9255,1881,40044
9256,1881,467
9257,1881,27536
9258,1881,26082
9259,42220,25645
9260,42220,37707
9261,42220,40266
9262,42220,22557
9263,48737,47478
9264,48737,23516
9265,48737,3417
9266,48737,2369
9267,31808,22258
9268,31808,32946
9269,31808,15690
9270,31808,45158
9271,34236,3732
9272,34236,39366
9273,34236,2931
9274,34236,13522
9275,40815,26875
9276,40815,3902
9277,40815,9672
9278,40815,34022
9279,5730,37207
9280,5730,28764
9281,5730,23370
9282,5730,26706
9283,3891,12798
9284,3891,29457
9285,3891,32568
9286,3891,6530
9287,35159,16981
9288,35159,13673
9289,35159,49070
9290,35159,17462
9291,25993,1694
9292,25993,44802
9293,25993,45227
9294,25993,34098
9295,2743,38613
9296,2743,8573
9297,2743,37117
9298,2743,30876
9299,42585,14416
9300,42585,26851
9301,42585,24511
9302,42585,40577
9303,40631,21587
9304,40631,30844
9305,40631,20576
9306,40631,26780
9307,39554,4410
9308,39554,8133
9309,39554,37733
9310,39554,6012
9311,30936,31275
9312,30936,36813
9313,30936,28910
9314,30936,25122
9315,18356,9337
9316,18356,14753
9317,18356,18488
9318,18356,7938
9319,18026,48091
9320,18026,36561
9321,18026,20799
9322,18026,5443
9323,39489,33798
9324,39489,8057
9325,39489,45235
9326,39489,2618
9327,10034,28352
9328,10034,43113
9329,10034,18668
9330,10034,30858
9331,45656,2637
9332,45656,25468
9333,45656,6277
9334,45656,38196
9335,48787,28646
9336,48787,14664
9337,48787,17840
9338,48787,21844
9339,5541,9518
9340,5541,46572
9341,5541,31517
9342,5541,43752
9343,20940,11193
9344,20940,25695
9345,20940,24630
9346,20940,34331
9347,10777,1726
9348,10777,15446
9349,10777,16214
9350,10777,6626
9351,25300,2473
9352,25300,22412
9353,25300,46614
9354,25300,9356
9355,5977,10410
9356,5977,22642
9357,5977,40055
9358,5977,24857
9359,27468,9068
9360,27468,14492
9361,27468,37060
9362,27468,44280
9363,18273,46749
9364,18273,28476
9365,18273,28422
9366,18273,22462
9367,16342,21805
9368,16342,24684
9369,16342,48719
9370,16342,48015
9371,14958,24014
9372,14958,18928
9373,14958,5611
9374,14958,24259
9375,33093,19209
9376,33093,15035
9377,33093,27567
9378,33093,49746
9379,22923,39785
9380,22923,17423
9381,22923,12340
9382,22923,31305
9383,5758,49756
9384,5758,47900
9385,5758,42399
9386,5758,22291
9387,26874,35551
9388,26874,7832
9389,26874,27836
9390,26874,20949
9391,14291,39707
9392,14291,48559
9393,14291,31977
9394,14291,39836
9395,6271,22029
9396,6271,6372
9397,6271,7394
9398,6271,35993
9399,13801,32288
9400,13801,42311
9401,13801,41635
9402,13801,5145
9403,31778,20151
9404,31778,19467
9405,31778,46943
9406,31778,26825
9407,8160,46526
9408,8160,37528
9409,8160,49334
9410,8160,22141
9411,17747,5912
9412,17747,44731
9413,17747,18314
9414,17747,35314
9415,31940,49561
9416,31940,44484
9417,31940,16139
9418,31940,7906
9419,11617,33577
9420,11617,24867
9421,11617,18038
9422,11617,1084
9423,45312,5845
9424,45312,4783
9425,45312,38090
9426,45312,18616
9427,40772,5666
9428,40772,44453
9429,40772,39851
9430,40772,14037
9431,3069,9685
9432,3069,25710
9433,3069,47461
9434,3069,29794
9435,27760,6890
9436,27760,13497
9437,27760,29142
9438,27760,38726
9439,43228,1818
9440,43228,8919
9441,43228,2054
9442,43228,24969
9443,40225,31889
9444,40225,7079
9445,40225,23276
9446,40225,2234
9447,38468,21345
9448,38468,311
9449,38468,18995
9450,38468,35045
9451,9829,36364
9452,9829,41849
9453,9829,31903
9454,9829,48009
9455,12091,34834
9456,12091,32921
9457,12091,25098
9458,12091,1413
9459,24890,7362
9460,24890,25517
9461,24890,19082
9462,24890,26046
9463,7168,14568
9464,7168,2314
9465,7168,3310
9466,7168,34382
9467,24359,13854
9468,24359,23872
9469,24359,8545
9470,24359,13641
9471,30511,45817
9472,30511,37316
9473,30511,11574
9474,30511,45451
9475,44716,22598
9476,44716,21163
9477,44716,37272
9478,44716,47938
9479,2669,46633
9480,2669,39469
9481,2669,27447
9482,2669,46976
9483,1408,41507
9484,1408,941
9485,1408,45829
9486,1408,42895
9487,7518,40052
9488,7518,20415
9489,7518,38111
9490,7518,38673
9491,19224,45653
9492,19224,20191
9493,19224,22452
9494,19224,27928
9495,18378,46254
9496,18378,37396
9497,18378,12088
9498,18378,49671
9499,3657,49879
9500,3657,45185
9501,3657,39248
9502,3657,43581
9503,16260,5733
9504,16260,48591
9505,16260,36908
9506,16260,31558
9507,29093,9668
9508,29093,28027
9509,29093,34003
9510,29093,16790
9511,29112,28305
9512,29112,21862
9513,29112,13593
9514,29112,4334
9515,34387,20403
9516,34387,7272
9517,34387,12127
9518,34387,8739
9519,14298,15732
9520,14298,24734
9521,14298,3158
9522,14298,44289
9523,46869,32543
9524,46869,1766
9525,46869,1103
9526,46869,48452
9527,15189,10623
9528,15189,15874
9529,15189,39676
9530,15189,38092
9531,45859,5371
9532,45859,16895
9533,45859,43426
9534,45859,22004
9535,5321,44065
9536,5321,26462
9537,5321,43941
9538,5321,20095
9539,33108,40308
9540,33108,15735
9541,33108,13076
9542,33108,16426
9543,39605,9
9544,39605,35943
9545,39605,44067
9546,39605,46136
9547,29812,27636
9548,29812,47132
9549,29812,17566
9550,29812,42721
9551,16695,43918
9552,16695,7110
9553,16695,49254
9554,16695,30314
9555,16822,19064
9556,16822,24321
9557,16822,5473
9558,16822,18708
9559,7584,1098
9560,7584,11656
9561,7584,48422
9562,7584,9161
9563,23636,35620
9564,23636,16573
9565,23636,7969
9566,23636,6741
9567,47580,15762
9568,47580,12262
9569,47580,13545
9570,47580,11248
9571,8305,34799
9572,8305,16460
9573,8305,33543
9574,8305,11127
9575,33947,42552
9576,33947,19623
9577,33947,27805
9578,33947,35201
9579,1291,36393
9580,1291,23337
9581,1291,25675
9582,1291,569
9583,32969,43881
9584,32969,24186
9585,32969,11089
9586,32969,17785
9587,42474,4289
9588,42474,32400
9589,42474,49311
9590,42474,3682
9591,25618,5790
9592,25618,32289
9593,25618,17314
9594,25618,49423
9595,8440,34800
9596,8440,7403
9597,8440,451
9598,8440,14817
9599,45138,5884
9600,45138,6356
9601,45138,23625
9602,45138,10442
9603,24002,27496
9604,24002,28464
9605,24002,38222
9606,24002,14316
9607,21373,47828
9608,21373,38687
9609,21373,42821
9610,21373,12282
9611,26161,27656
9612,26161,28316
9613,26161,48801
9614,26161,29874
9615,42394,18055
9616,42394,26135
9617,42394,49465
9618,42394,33297
9619,33762,23202
9620,33762,41803
9621,33762,8908
9622,33762,30173
9623,20534,30346
9624,20534,48071
9625,20534,29494
9626,20534,41082
9627,9940,4507
9628,9940,10463
9629,9940,11898
9630,9940,30016
9631,33332,38897
9632,33332,36534
9633,33332,42687
9634,33332,32251
9635,26649,35383
9636,26649,42503
9637,26649,12059
9638,26649,32582
9639,12288,30251
9640,12288,15967
9641,12288,17401
9642,12288,7751
9643,5745,7274
9644,5745,44340
9645,5745,47557
9646,5745,19070
9647,28201,16727
9648,28201,1610
9649,28201,46138
9650,28201,12400
9651,7280,26147
9652,7280,12203
9653,7280,17305
9654,7280,48656
9655,12565,17046
9656,12565,26217
9657,12565,2323
9658,12565,26097
9659,12565,11355
9660,31882,13090
9661,31882,29556
9662,31882,11989
9663,31882,29951
9664,31882,20308
9665,12145,8538
9666,12145,15377
9667,12145,29058
9668,12145,14577
9669,12145,47134
9670,35540,49582
9671,35540,41607
9672,35540,38116
9673,35540,21955
9674,35540,15630
9675,32066,43264
9676,32066,10042
9677,32066,26179
9678,32066,49545
9679,32066,6668
9680,3793,27467
9681,3793,16380
9682,3793,14234
9683,3793,49102
9684,3793,7787
9685,22418,2503
9686,22418,29601
9687,22418,15245
9688,22418,7331
9689,22418,12499
9690,17789,8063
9691,17789,21141
9692,17789,20559
9693,17789,31760
9694,17789,7934
9695,46696,8925
9696,46696,3952
9697,46696,13771
9698,46696,26708
9699,46696,3376
9700,30460,8898
9701,30460,37514
9702,30460,19509
9703,30460,26189
9704,30460,21602
9705,6210,47972
9706,6210,40318
9707,6210,22045
9708,6210,34202
9709,6210,35437
9710,29193,29474
9711,29193,32522
9712,29193,4815
9713,29193,17128
9714,29193,16168
9715,18307,11313
9716,18307,43715
9717,18307,25490
9718,18307,29579
9719,18307,28217
9720,1599,24008
9721,1599,20243
9722,1599,48893
9723,1599,11906
9724,1599,24030
9725,38586,46332
9726,38586,180
9727,38586,21184
9728,38586,31731
9729,38586,42015
9730,21283,31529
9731,21283,3913
9732,21283,49345
9733,21283,37525
9734,21283,23224
9735,12576,16735
9736,12576,11364
9737,12576,49866
9738,12576,38772
9739,12576,32147
9740,27751,26466
9741,27751,1142
9742,27751,4137
9743,27751,32860
9744,27751,46516
9745,29105,25261
9746,29105,2641
9747,29105,1687
9748,29105,36305
9749,29105,30232
9750,8635,2791
9751,8635,8700
9752,8635,37601
9753,8635,5163
9754,8635,34062
9755,29849,2944
9756,29849,48821
9757,29849,12729
9758,29849,42565
9759,29849,2303
9760,1288,39054
9761,1288,23107
9762,1288,41735
9763,1288,33910
9764,1288,30703
9765,35523,495
9766,35523,31314
9767,35523,28894
9768,35523,40814
9769,35523,3762
9770,701,31483
9771,701,15069
9772,701,47581
9773,701,15728
9774,701,8047
9775,14795,28237
9776,14795,26776
9777,14795,34166
9778,14795,31660
9779,14795,16832
9780,6992,35622
9781,6992,29299
9782,6992,27972
9783,6992,12566
9784,6992,40417
9785,44461,1013
9786,44461,3048
9787,44461,12666
9788,44461,26247
9789,44461,9114
9790,27218,11386
9791,27218,44609
9792,27218,38511
9793,27218,15041
9794,27218,42957
9795,6818,44316
9796,6818,28016
9797,6818,20844
9798,6818,5420
9799,6818,25684
9800,10640,19288
9801,10640,47725
9802,10640,22307
9803,10640,19853
9804,10640,35098
9805,30508,22584
9806,30508,9836
9807,30508,45044
9808,30508,20054
9809,30508,18306
9810,41375,1155
9811,41375,49326
9812,41375,6946
9813,41375,44295
9814,41375,31078
9815,23915,1957
9816,23915,16710
9817,23915,46911
9818,23915,9021
9819,23915,16387
9820,43156,33687
9821,43156,8817
9822,43156,32743
9823,43156,49308
9824,43156,33645
9825,27116,13627
9826,27116,35476
9827,27116,43984
9828,27116,3522
9829,27116,17503
9830,37133,7909
9831,37133,41870
9832,37133,28234
9833,37133,47649
9834,37133,27770
9835,12578,9502
9836,12578,41861
9837,12578,33416
9838,12578,31969
9839,12578,38250
9840,41269,39034
9841,41269,5984
9842,41269,34777
9843,41269,25208
9844,41269,43928
9845,41362,15522
9846,41362,27891
9847,41362,13670
9848,41362,34326
9849,41362,13384
9850,25423,19016
9851,25423,49592
9852,25423,42562
9853,25423,43706
9854,25423,30634
9855,30593,2201
9856,30593,12197
9857,30593,43366
9858,30593,31264
9859,30593,38874
9860,42508,29386
9861,42508,29486
9862,42508,18469
9863,42508,38166
9864,42508,45524
9865,16415,43284
9866,16415,6617
9867,16415,38569
9868,16415,6040
9869,16415,31557
9870,45211,8342
9871,45211,3814
9872,45211,49576
9873,45211,8127
9874,45211,359
9875,8018,40029
9876,8018,22319
9877,8018,48870
9878,8018,27657
9879,8018,16132
9880,42421,14212
9881,42421,19542
9882,42421,31836
9883,42421,46281
9884,42421,39264
9885,46196,13840
9886,46196,18424
9887,46196,31555
9888,46196,47834
9889,46196,30780
9890,42424,14686
9891,42424,33238
9892,42424,49676
9893,42424,42715
9894,42424,41734
9895,5172,45454
9896,5172,3835
9897,5172,29399
9898,5172,22864
9899,5172,31763
9900,9257,32227
9901,9257,34996
9902,9257,14001
9903,9257,33279
9904,9257,11366
9905,43848,16698
9906,43848,18531
9907,43848,43147
9908,43848,5961
9909,43848,10944
9910,33458,13664
9911,33458,7962
9912,33458,43870
9913,33458,23557
9914,33458,21717
9915,4764,40781
9916,4764,32430
9917,4764,21586
9918,4764,29249
9919,4764,15382
9920,30984,6418
9921,30984,45412
9922,30984,40865
9923,30984,26276
9924,30984,13563
9925,48942,1744
9926,48942,26116
9927,48942,23783
9928,48942,47286
9929,48942,49486
9930,40964,12492
9931,40964,14667
9932,40964,6396
9933,40964,5627
9934,40964,19200
9935,47066,28903
9936,47066,32603
9937,47066,27679
9938,47066,49897
9939,47066,10692
9940,25731,8783
9941,25731,9762
9942,25731,26404
9943,25731,1488
9944,25731,4088
9945,39198,13000
9946,39198,49673
9947,39198,30179
9948,39198,41515
9949,39198,25196
9950,14920,12279
9951,14920,45128
9952,14920,32824
9953,14920,4144
9954,14920,44592
9955,36823,49062
9956,36823,48229
9957,36823,7874
9958,36823,1533
9959,36823,11320
9960,29246,26755
9961,29246,27282
9962,29246,45691
9963,29246,7781
9964,29246,3356
9965,33211,34019
9966,33211,33707
9967,33211,30162
9968,33211,968
9969,33211,2593
9970,12444,36434
9971,12444,36438
9972,12444,32819
9973,12444,23998
9974,12444,48197
9975,15528,13550
9976,15528,20298
9977,15528,2882
9978,15528,18890
9979,15528,12882
9980,45794,18062
9981,45794,27269
9982,45794,32300
9983,45794,31926
9984,45794,4216
9985,22113,11063
9986,22113,37095
9987,22113,40005
9988,22113,17985
9989,22113,30496
9990,30657,35481
9991,30657,41292
9992,30657,29972
9993,30657,39889
9994,30657,29619
9995,16301,10689
9996,16301,30929
9997,16301,2040
9998,16301,15033
9999,16301,10506
10000,37466,19076
10001,37466,43106
10002,37466,41934
10003,37466,45816
10004,37466,7589
10005,23848,43949
10006,23848,12164
10007,23848,17655
10008,23848,29508
10009,23848,38186
10010,41178,29251
10011,41178,32046
10012,41178,46007
10013,41178,35746
10014,41178,24922
10015,17248,14213
10016,17248,19958
10017,17248,19427
10018,17248,26557
10019,17248,9189
10020,41285,18573
10021,41285,13925
10022,41285,23906
10023,41285,7233
10024,41285,12412
10025,76,318
10026,76,416
10027,76,438
10028,76,488
10029,76,492
10030,76,550
10031,76,683
10032,76,727
10033,76,773
10034,76,886
10035,318,42835
10036,318,44769
10037,318,21162
10038,318,31791
10039,318,26133
10040,318,35963
10041,318,10529
10042,416,24127
10043,416,18685
10044,416,36023
10045,416,33885
10046,416,9110
10047,416,49161
10048,416,28067
10049,438,18505
10050,438,41864
10051,438,36644
10052,438,33275
10053,438,21634
10054,438,5469
10055,438,33289
10056,488,33495
10057,488,47901
10058,488,15246
10059,488,31075
10060,488,24245
10061,488,29834
10062,488,34686
10063,492,36677
10064,492,17309
10065,492,30459
10066,492,36403
10067,492,29992
10068,492,3920
10069,492,35511
10070,550,11150
10071,550,38127
10072,550,30262
10073,550,37610
10074,550,2161
10075,550,34390
10076,550,49222
10077,683,21138
10078,683,29917
10079,683,44272
10080,683,253
10081,683,38795
10082,683,30414
10083,683,9240
10084,727,14377
10085,727,38299
10086,727,48152
10087,727,41926
10088,727,33528
10089,727,21409
10090,727,38246
10091,773,18278
10092,773,38012
10093,773,45601
10094,773,5973
10095,773,48598
10096,773,42517
10097,773,2366
10098,886,15163
10099,886,6622
10100,886,10551
10101,886,33580
10102,886,10980
10103,886,4100
10104,886,25463
10105,42835,30803
10106,42835,3210
10107,42835,6489
10108,42835,614
10109,42835,38024
10110,42835,16471
10111,42835,45418
10112,42835,47068
10113,44769,33556
10114,44769,34080
10115,44769,31992
10116,44769,28052
10117,44769,48535
10118,44769,30794
10119,44769,16564
10120,44769,48586
10121,21162,46816
10122,21162,4542
10123,21162,44502
10124,21162,6247
10125,21162,12094
10126,21162,32358
10127,21162,9393
10128,21162,35528
10129,31791,24978
10130,31791,36220
10131,31791,2626
10132,31791,45262
10133,31791,6275
10134,31791,36949
10135,31791,23867
10136,31791,6448
10137,26133,42003
10138,26133,45491
10139,26133,3443
10140,26133,18079
10141,26133,7062
10142,26133,30729
10143,26133,24372
10144,26133,6437
10145,35963,45779
10146,35963,46104
10147,35963,4366
10148,35963,18589
10149,35963,44501
10150,35963,26472
10151,35963,34971
10152,35963,13352
10153,10529,20405
10154,10529,16554
10155,10529,45091
10156,10529,10358
10157,10529,23605
10158,10529,2480
10159,10529,25005
10160,10529,45587
10161,24127,2639
10162,24127,36195
10163,24127,20157
10164,24127,2014
10165,24127,44202
10166,24127,7076
10167,24127,24938
10168,24127,18560
10169,18685,35667
10170,18685,832
10171,18685,12032
10172,18685,25694
10173,18685,16292
10174,18685,15360
10175,18685,22326
10176,18685,13195
10177,36023,13890
10178,36023,22400
10179,36023,43168
10180,36023,35035
10181,36023,24415
10182,36023,5549
10183,36023,29903
10184,36023,10778
10185,33885,2337
10186,33885,33333
10187,33885,36304
10188,33885,9340
10189,33885,46823
10190,33885,25878
10191,33885,48194
10192,33885,43367
10193,9110,38912
10194,9110,21257
10195,9110,45891
10196,9110,16868
10197,9110,3117
10198,9110,35119
10199,9110,3421
10200,9110,30624
10201,49161,8122
10202,49161,17514
10203,49161,19575
10204,49161,25326
10205,49161,38835
10206,49161,27180
10207,49161,17652
10208,49161,18646
10209,28067,47206
10210,28067,11143
10211,28067,28011
10212,28067,40206
10213,28067,10455
10214,28067,6157
10215,28067,4031
10216,28067,12858
10217,18505,46837
10218,18505,18664
10219,18505,33376
10220,18505,18375
10221,18505,49941
10222,18505,32877
10223,18505,7771
10224,18505,578
10225,41864,19433
10226,41864,45259
10227,41864,46833
10228,41864,9700
10229,41864,9339
10230,41864,35816
10231,41864,29757
10232,41864,30201
10233,36644,26963
10234,36644,3256
10235,36644,36967
10236,36644,32213
10237,36644,41470
10238,36644,9644
10239,36644,38333
10240,36644,46269
10241,33275,15445
10242,33275,37374
10243,33275,3193
10244,33275,31113
10245,33275,367
10246,33275,34502
10247,33275,30959
10248,33275,5096
10249,21634,26386
10250,21634,42414
10251,21634,2921
10252,21634,4958
10253,21634,41132
10254,21634,2220
10255,21634,6583
10256,21634,43253
10257,5469,32511
10258,5469,16501
10259,5469,25657
10260,5469,32228
10261,5469,39538
10262,5469,15820
10263,5469,1807
10264,5469,14660
10265,33289,24039
10266,33289,10521
10267,33289,6639
10268,33289,9215
10269,33289,32310
10270,33289,41728
10271,33289,47677
10272,33289,22785
10273,33495,12656
10274,33495,687
10275,33495,46410
10276,33495,4481
10277,33495,30728
10278,33495,1751
10279,33495,25225
10280,33495,12958
10281,47901,23620
10282,47901,28101
10283,47901,8589
10284,47901,20434
10285,47901,33701
10286,47901,11885
10287,47901,8735
10288,47901,48248
10289,15246,37987
10290,15246,4499
10291,15246,39493
10292,15246,34183
10293,15246,24488
10294,15246,7768
10295,15246,36473
10296,15246,15598
10297,31075,36051
10298,31075,35795
10299,31075,20038
10300,31075,38017
10301,31075,8845
10302,31075,288
10303,31075,39689
10304,31075,672
10305,24245,48681
10306,24245,8465
10307,24245,22654
10308,24245,4826
10309,24245,14482
10310,24245,33433
10311,24245,8483
10312,24245,35152
10313,29834,5273
10314,29834,26702
10315,29834,12574
10316,29834,45048
10317,29834,37461
10318,29834,43981
10319,29834,16056
10320,29834,36117
10321,34686,39340
10322,34686,320
10323,34686,31081
10324,34686,10802
10325,34686,28823
10326,34686,49659
10327,34686,34243
10328,34686,18588
10329,36677,19167
10330,36677,23150
10331,36677,33443
10332,36677,3998
10333,36677,49116
10334,36677,44792
10335,36677,28533
10336,36677,32832
10337,17309,30034
10338,17309,27071
10339,17309,2071
10340,17309,10977
10341,17309,16677
10342,17309,24742
10343,17309,15958
10344,17309,8849
10345,30459,23863
10346,30459,14154
10347,30459,42468
10348,30459,21605
10349,30459,30872
10350,30459,22621
10351,30459,19686
10352,30459,47738
10353,36403,11125
10354,36403,34110
10355,36403,36284
10356,36403,4724
10357,36403,47859
10358,36403,15646
10359,36403,35167
10360,36403,28325
10361,29992,10996
10362,29992,33328
10363,29992,35419
10364,29992,18184
10365,29992,7541
10366,29992,18099
10367,29992,11910
10368,29992,1853
10369,3920,20458
10370,3920,19554
10371,3920,16010
10372,3920,20522
10373,3920,2980
10374,3920,31629
10375,3920,45393
10376,3920,37657
10377,35511,49463
10378,35511,11812
10379,35511,25362
10380,35511,23884
10381,35511,29710
10382,35511,49590
10383,35511,32108
10384,35511,15707
10385,11150,46255
10386,11150,17187
10387,11150,1962
10388,11150,19153
10389,11150,21655
10390,11150,16742
10391,11150,47067
10392,11150,39503
10393,38127,8758
10394,38127,18834
10395,38127,15368
10396,38127,34237
10397,38127,24015
10398,38127,8043
10399,38127,7127
10400,38127,4135
10401,30262,40584
10402,30262,20566
10403,30262,2062
10404,30262,19715
10405,30262,32463
10406,30262,31129
10407,30262,24506
10408,30262,42450
10409,37610,25076
10410,37610,24989
10411,37610,23520
10412,37610,31864
10413,37610,3392
10414,37610,25562
10415,37610,23353
10416,37610,41121
10417,2161,40037
10418,2161,6686
10419,2161,29878
10420,2161,3492
10421,2161,14579
10422,2161,14288
10423,2161,12622
10424,2161,36219
10425,34390,47495
10426,34390,12432
10427,34390,30433
10428,34390,47210
10429,34390,38701
10430,34390,21346
10431,34390,47398
10432,34390,43165
10433,49222,7877
10434,49222,8412
10435,49222,2309
10436,49222,49564
10437,49222,25772
10438,49222,24117
10439,49222,5073
10440,49222,35991
10441,21138,32324
10442,21138,11504
10443,21138,9953
10444,21138,43976
10445,21138,21393
10446,21138,43590
10447,21138,10872
10448,21138,7690
10449,29917,10202
10450,29917,16172
10451,29917,47420
10452,29917,3066
10453,29917,33567
10454,29917,48932
10455,29917,9993
10456,29917,40220
10457,44272,16533
10458,44272,25596
10459,44272,35371
10460,44272,48510
10461,44272,23645
10462,44272,28254
10463,44272,33565
10464,44272,6332
10465,253,10006
